Series_reference,Period,Data_value,Suppressed,STATUS
BDCQ.SEA1PT,2017.12,185458,,R
BDCQ.SEA1PT,2018.03,186401,,R
BDCQ.SEA1PT,2018.06,186955,,R
BDCQ.SEA1PT,2018.09,187569,,R
BDCQ.SEA1PT,2018.12,188283,,R
BDCQ.SEA1PT,2019.03,189155,,R
BDCQ.SEA1PT,2019.06,191380,,R
BDCQ.SEA1PT,2019.09,194403,,R
BDCQ.SEA1PT,2019.12,195927,,R
BDCQ.SEA1PT,2020.03,194828,,R
BDCQ.SEA1PT,2020.06,193075,,R
BDCQ.SEA1PT,2020.09,194316,,R
BDCQ.SEA1PT,2020.12,198131,,R
BDCQ.SEA1PT,2021.03,199997,,R
BDCQ.SEA1PT,2021.06,199152,,R
BDCQ.SEA1PT,2021.09,198183,,R
BDCQ.SEA1PT,2021.12,198044,,R
BDCQ.SEA1PT,2022.03,197855,,R
BDCQ.SEA1PT,2022.06,198095,,R
BDCQ.SEA1PT,2022.09,198721,,R
BDCQ.SEA1PT,2022.12,200098,,R
BDCQ.SEA1PT,2023.03,201719,,R
BDCQ.SEA1PT,2023.06,202081,,F
BDCQ.SEA1QA,2011.06,195982,,F
BDCQ.SEA1QA,2011.09,197655,,F
BDCQ.SEA1QA,2011.12,199269,,F
BDCQ.SEA1QA,2012.03,198554,,F
BDCQ.SEA1QA,2012.06,201120,,F
BDCQ.SEA1QA,2012.09,200942,,F
BDCQ.SEA1QA,2012.12,202584,,F
BDCQ.SEA1QA,2013.03,201568,,F
BDCQ.SEA1QA,2013.06,204548,,F
BDCQ.SEA1QA,2013.09,204361,,F
BDCQ.SEA1QA,2013.12,205060,,F
BDCQ.SEA1QA,2014.03,205974,,F
BDCQ.SEA1QA,2014.06,208733,,F
BDCQ.SEA1QA,2014.09,208762,,F
BDCQ.SEA1QA,2014.12,207787,,F
BDCQ.SEA1QA,2015.03,207718,,F
BDCQ.SEA1QA,2015.06,212290,,F
BDCQ.SEA1QA,2015.09,212906,,F
BDCQ.SEA1QA,2015.12,214428,,F
BDCQ.SEA1QA,2016.03,212636,,F
BDCQ.SEA1QA,2016.06,216059,,F
BDCQ.SEA1QA,2016.09,216340,,F
BDCQ.SEA1QA,2016.12,218821,,F
BDCQ.SEA1QA,2017.03,217753,,F
BDCQ.SEA1QA,2017.06,220946,,F
BDCQ.SEA1QA,2017.09,221147,,F
BDCQ.SEA1QA,2017.12,222950,,F
BDCQ.SEA1QA,2018.03,222710,,F
BDCQ.SEA1QA,2018.06,224439,,F
BDCQ.SEA1QA,2018.09,225374,,F
BDCQ.SEA1QA,2018.12,226461,,F
BDCQ.SEA1QA,2019.03,226096,,F
BDCQ.SEA1QA,2019.06,229053,,F
BDCQ.SEA1QA,2019.09,231233,,F
BDCQ.SEA1QA,2019.12,236208,,F
BDCQ.SEA1QA,2020.03,235945,,F
BDCQ.SEA1QA,2020.06,236525,,F
BDCQ.SEA1QA,2020.09,240027,,R
BDCQ.SEA1QA,2020.12,242743,,R
BDCQ.SEA1QA,2021.03,245489,,R
BDCQ.SEA1QA,2021.06,250453,,R
BDCQ.SEA1QA,2021.09,254920,,R
BDCQ.SEA1QA,2021.12,256130,,R
BDCQ.SEA1QA,2022.03,254268,,R
BDCQ.SEA1QA,2022.06,256049,,R
BDCQ.SEA1QA,2022.09,255864,,R
BDCQ.SEA1QA,2022.12,257381,,R
BDCQ.SEA1QA,2023.03,260287,,F
BDCQ.SEA1QA,2023.06,264347,,F
BDCQ.SEA1QS,2011.06,195982,,R
BDCQ.SEA1QS,2011.09,197655,,R
BDCQ.SEA1QS,2011.12,199269,,R
BDCQ.SEA1QS,2012.03,198554,,R
BDCQ.SEA1QS,2012.06,201120,,R
BDCQ.SEA1QS,2012.09,200942,,R
BDCQ.SEA1QS,2012.12,202584,,R
BDCQ.SEA1QS,2013.03,201568,,R
BDCQ.SEA1QS,2013.06,204548,,R
BDCQ.SEA1QS,2013.09,204361,,R
BDCQ.SEA1QS,2013.12,205060,,R
BDCQ.SEA1QS,2014.03,205974,,R
BDCQ.SEA1QS,2014.06,208733,,R
BDCQ.SEA1QS,2014.09,208762,,R
BDCQ.SEA1QS,2014.12,207787,,R
BDCQ.SEA1QS,2015.03,207718,,R
BDCQ.SEA1QS,2015.06,212290,,R
BDCQ.SEA1QS,2015.09,212906,,R
BDCQ.SEA1QS,2015.12,214428,,R
BDCQ.SEA1QS,2016.03,212636,,R
BDCQ.SEA1QS,2016.06,216059,,R
BDCQ.SEA1QS,2016.09,216340,,R
BDCQ.SEA1QS,2016.12,218821,,R
BDCQ.SEA1QS,2017.03,217753,,R
BDCQ.SEA1QS,2017.06,220946,,R
BDCQ.SEA1QS,2017.09,221147,,R
BDCQ.SEA1QS,2017.12,222950,,R
BDCQ.SEA1QS,2018.03,222710,,R
BDCQ.SEA1QS,2018.06,224439,,R
BDCQ.SEA1QS,2018.09,225374,,R
BDCQ.SEA1QS,2018.12,226461,,R
BDCQ.SEA1QS,2019.03,226096,,R
BDCQ.SEA1QS,2019.06,229053,,R
BDCQ.SEA1QS,2019.09,231233,,R
BDCQ.SEA1QS,2019.12,236208,,R
BDCQ.SEA1QS,2020.03,235945,,R
BDCQ.SEA1QS,2020.06,236525,,R
BDCQ.SEA1QS,2020.09,240027,,R
BDCQ.SEA1QS,2020.12,242743,,R
BDCQ.SEA1QS,2021.03,245489,,R
BDCQ.SEA1QS,2021.06,250453,,R
BDCQ.SEA1QS,2021.09,254920,,R
BDCQ.SEA1QS,2021.12,256130,,R
BDCQ.SEA1QS,2022.03,254268,,R
BDCQ.SEA1QS,2022.06,256049,,R
BDCQ.SEA1QS,2022.09,255864,,R
BDCQ.SEA1QS,2022.12,257381,,R
BDCQ.SEA1QS,2023.03,260287,,R
BDCQ.SEA1QS,2023.06,264347,,F
BDCQ.SEA1QT,2011.06,195993,,R
BDCQ.SEA1QT,2011.09,197728,,R
BDCQ.SEA1QT,2011.12,198690,,R
BDCQ.SEA1QT,2012.03,199408,,R
BDCQ.SEA1QT,2012.06,200342,,R
BDCQ.SEA1QT,2012.09,201606,,R
BDCQ.SEA1QT,2012.12,201767,,R
BDCQ.SEA1QT,2013.03,202583,,R
BDCQ.SEA1QT,2013.06,203725,,R
BDCQ.SEA1QT,2013.09,204708,,R
BDCQ.SEA1QT,2013.12,204891,,R
BDCQ.SEA1QT,2014.03,206430,,R
BDCQ.SEA1QT,2014.06,208270,,R
BDCQ.SEA1QT,2014.09,208753,,R
BDCQ.SEA1QT,2014.12,207662,,R
BDCQ.SEA1QT,2015.03,208628,,R
BDCQ.SEA1QT,2015.06,211300,,R
BDCQ.SEA1QT,2015.09,213573,,R
BDCQ.SEA1QT,2015.12,213492,,R
BDCQ.SEA1QT,2016.03,213876,,R
BDCQ.SEA1QT,2016.06,215053,,R
BDCQ.SEA1QT,2016.09,217155,,R
BDCQ.SEA1QT,2016.12,217826,,R
BDCQ.SEA1QT,2017.03,218859,,R
BDCQ.SEA1QT,2017.06,220076,,R
BDCQ.SEA1QT,2017.09,221752,,R
BDCQ.SEA1QT,2017.12,222388,,R
BDCQ.SEA1QT,2018.03,223208,,R
BDCQ.SEA1QT,2018.06,224167,,R
BDCQ.SEA1QT,2018.09,225561,,R
BDCQ.SEA1QT,2018.12,225993,,R
BDCQ.SEA1QT,2019.03,226748,,R
BDCQ.SEA1QT,2019.06,228517,,R
BDCQ.SEA1QT,2019.09,231977,,R
BDCQ.SEA1QT,2019.12,234883,,R
BDCQ.SEA1QT,2020.03,236465,,R
BDCQ.SEA1QT,2020.06,237612,,R
BDCQ.SEA1QT,2020.09,240028,,R
BDCQ.SEA1QT,2020.12,242559,,R
BDCQ.SEA1QT,2021.03,245849,,R
BDCQ.SEA1QT,2021.06,250456,,R
BDCQ.SEA1QT,2021.09,254704,,R
BDCQ.SEA1QT,2021.12,255651,,R
BDCQ.SEA1QT,2022.03,255173,,R
BDCQ.SEA1QT,2022.06,255368,,R
BDCQ.SEA1QT,2022.09,256157,,R
BDCQ.SEA1QT,2022.12,257376,,R
BDCQ.SEA1QT,2023.03,260517,,R
BDCQ.SEA1QT,2023.06,263915,,F
BDCQ.SEA1RA,2011.06,35520,,F
BDCQ.SEA1RA,2011.09,36821,,F
BDCQ.SEA1RA,2011.12,37101,,F
BDCQ.SEA1RA,2012.03,35796,,F
BDCQ.SEA1RA,2012.06,35008,,F
BDCQ.SEA1RA,2012.09,35652,,F
BDCQ.SEA1RA,2012.12,35301,,F
BDCQ.SEA1RA,2013.03,34599,,F
BDCQ.SEA1RA,2013.06,35007,,F
BDCQ.SEA1RA,2013.09,35890,,F
BDCQ.SEA1RA,2013.12,36114,,F
BDCQ.SEA1RA,2014.03,35523,,F
BDCQ.SEA1RA,2014.06,35671,,F
BDCQ.SEA1RA,2014.09,36458,,F
BDCQ.SEA1RA,2014.12,37049,,F
BDCQ.SEA1RA,2015.03,36030,,F
BDCQ.SEA1RA,2015.06,36327,,F
BDCQ.SEA1RA,2015.09,36906,,F
BDCQ.SEA1RA,2015.12,37605,,F
BDCQ.SEA1RA,2016.03,36696,,F
BDCQ.SEA1RA,2016.06,37554,,F
BDCQ.SEA1RA,2016.09,38375,,F
BDCQ.SEA1RA,2016.12,38940,,F
BDCQ.SEA1RA,2017.03,38055,,F
BDCQ.SEA1RA,2017.06,38673,,F
BDCQ.SEA1RA,2017.09,39364,,F
BDCQ.SEA1RA,2017.12,39652,,F
BDCQ.SEA1RA,2018.03,39038,,F
BDCQ.SEA1RA,2018.06,38960,,F
BDCQ.SEA1RA,2018.09,39962,,F
BDCQ.SEA1RA,2018.12,40866,,F
BDCQ.SEA1RA,2019.03,40155,,F
BDCQ.SEA1RA,2019.06,40094,,F
BDCQ.SEA1RA,2019.09,41542,,F
BDCQ.SEA1RA,2019.12,42605,,F
BDCQ.SEA1RA,2020.03,41344,,F
BDCQ.SEA1RA,2020.06,38771,,F
BDCQ.SEA1RA,2020.09,39523,,R
BDCQ.SEA1RA,2020.12,39469,,R
BDCQ.SEA1RA,2021.03,38758,,R
BDCQ.SEA1RA,2021.06,39094,,R
BDCQ.SEA1RA,2021.09,40847,,R
BDCQ.SEA1RA,2021.12,38895,,R
BDCQ.SEA1RA,2022.03,36967,,R
BDCQ.SEA1RA,2022.06,37381,,R
BDCQ.SEA1RA,2022.09,40295,,R
BDCQ.SEA1RA,2022.12,40417,,R
BDCQ.SEA1RA,2023.03,40002,,F
BDCQ.SEA1RA,2023.06,41052,,F
BDCQ.SEA1RS,2011.06,35971,,R
BDCQ.SEA1RS,2011.09,36430,,R
BDCQ.SEA1RS,2011.12,36633,,R
BDCQ.SEA1RS,2012.03,36201,,R
BDCQ.SEA1RS,2012.06,35433,,R
BDCQ.SEA1RS,2012.09,35294,,R
BDCQ.SEA1RS,2012.12,34841,,R
BDCQ.SEA1RS,2013.03,35012,,R
BDCQ.SEA1RS,2013.06,35394,,R
BDCQ.SEA1RS,2013.09,35564,,R
BDCQ.SEA1RS,2013.12,35624,,R
BDCQ.SEA1RS,2014.03,35978,,R
BDCQ.SEA1RS,2014.06,36012,,R
BDCQ.SEA1RS,2014.09,36170,,R
BDCQ.SEA1RS,2014.12,36529,,R
BDCQ.SEA1RS,2015.03,36504,,R
BDCQ.SEA1RS,2015.06,36643,,R
BDCQ.SEA1RS,2015.09,36655,,R
BDCQ.SEA1RS,2015.12,37056,,R
BDCQ.SEA1RS,2016.03,37173,,R
BDCQ.SEA1RS,2016.06,37885,,R
BDCQ.SEA1RS,2016.09,38140,,R
BDCQ.SEA1RS,2016.12,38342,,R
BDCQ.SEA1RS,2017.03,38532,,R
BDCQ.SEA1RS,2017.06,39061,,R
BDCQ.SEA1RS,2017.09,39105,,R
BDCQ.SEA1RS,2017.12,39027,,R
BDCQ.SEA1RS,2018.03,39523,,R
BDCQ.SEA1RS,2018.06,39420,,R
BDCQ.SEA1RS,2018.09,39618,,R
BDCQ.SEA1RS,2018.12,40229,,R
BDCQ.SEA1RS,2019.03,40677,,R
BDCQ.SEA1RS,2019.06,40655,,R
BDCQ.SEA1RS,2019.09,41031,,R
BDCQ.SEA1RS,2019.12,41965,,R
BDCQ.SEA1RS,2020.03,41956,,R
BDCQ.SEA1RS,2020.06,39392,,R
BDCQ.SEA1RS,2020.09,38847,,R
BDCQ.SEA1RS,2020.12,38906,,R
BDCQ.SEA1RS,2021.03,39441,,R
BDCQ.SEA1RS,2021.06,39773,,R
BDCQ.SEA1RS,2021.09,39955,,R
BDCQ.SEA1RS,2021.12,38383,,R
BDCQ.SEA1RS,2022.03,37720,,R
BDCQ.SEA1RS,2022.06,38055,,R
BDCQ.SEA1RS,2022.09,39261,,R
BDCQ.SEA1RS,2022.12,39929,,R
BDCQ.SEA1RS,2023.03,40890,,R
BDCQ.SEA1RS,2023.06,41806,,F
BDCQ.SEA1RT,2011.06,36018,,R
BDCQ.SEA1RT,2011.09,36397,,R
BDCQ.SEA1RT,2011.12,36579,,R
BDCQ.SEA1RT,2012.03,36171,,R
BDCQ.SEA1RT,2012.06,35608,,R
BDCQ.SEA1RT,2012.09,35174,,R
BDCQ.SEA1RT,2012.12,34935,,R
BDCQ.SEA1RT,2013.03,35013,,R
BDCQ.SEA1RT,2013.06,35355,,R
BDCQ.SEA1RT,2013.09,35542,,R
BDCQ.SEA1RT,2013.12,35699,,R
BDCQ.SEA1RT,2014.03,35900,,R
BDCQ.SEA1RT,2014.06,36039,,R
BDCQ.SEA1RT,2014.09,36219,,R
BDCQ.SEA1RT,2014.12,36446,,R
BDCQ.SEA1RT,2015.03,36565,,R
BDCQ.SEA1RT,2015.06,36584,,R
BDCQ.SEA1RT,2015.09,36742,,R
BDCQ.SEA1RT,2015.12,36942,,R
BDCQ.SEA1RT,2016.03,37315,,R
BDCQ.SEA1RT,2016.06,37778,,R
BDCQ.SEA1RT,2016.09,38167,,R
BDCQ.SEA1RT,2016.12,38319,,R
BDCQ.SEA1RT,2017.03,38618,,R
BDCQ.SEA1RT,2017.06,38974,,R
BDCQ.SEA1RT,2017.09,39081,,R
BDCQ.SEA1RT,2017.12,39164,,R
BDCQ.SEA1RT,2018.03,39371,,R
BDCQ.SEA1RT,2018.06,39478,,R
BDCQ.SEA1RT,2018.09,39668,,R
BDCQ.SEA1RT,2018.12,40210,,R
BDCQ.SEA1RT,2019.03,40591,,R
BDCQ.SEA1RT,2019.06,40707,,R
BDCQ.SEA1RT,2019.09,41154,,R
BDCQ.SEA1RT,2019.12,41806,,R
BDCQ.SEA1RT,2020.03,42007,,R
BDCQ.SEA1RT,2020.06,39325,,R
BDCQ.SEA1RT,2020.09,38922,,R
BDCQ.SEA1RT,2020.12,38947,,R
BDCQ.SEA1RT,2021.03,39422,,R
BDCQ.SEA1RT,2021.06,39756,,R
BDCQ.SEA1RT,2021.09,39378,,R
BDCQ.SEA1RT,2021.12,38433,,R
BDCQ.SEA1RT,2022.03,37773,,R
BDCQ.SEA1RT,2022.06,38136,,R
BDCQ.SEA1RT,2022.09,39071,,R
BDCQ.SEA1RT,2022.12,40002,,R
BDCQ.SEA1RT,2023.03,40870,,R
BDCQ.SEA1RT,2023.06,41834,,F
BDCQ.SEA1SA,2011.06,56432,,F
BDCQ.SEA1SA,2011.09,56668,,F
BDCQ.SEA1SA,2011.12,57312,,F
BDCQ.SEA1SA,2012.03,56528,,F
BDCQ.SEA1SA,2012.06,56414,,F
BDCQ.SEA1SA,2012.09,55785,,F
BDCQ.SEA1SA,2012.12,56118,,F
BDCQ.SEA1SA,2013.03,56166,,F
BDCQ.SEA1SA,2013.06,56334,,F
BDCQ.SEA1SA,2013.09,55894,,F
BDCQ.SEA1SA,2013.12,56518,,F
BDCQ.SEA1SA,2014.03,56532,,F
BDCQ.SEA1SA,2014.06,57120,,F
BDCQ.SEA1SA,2014.09,57099,,F
BDCQ.SEA1SA,2014.12,58261,,F
BDCQ.SEA1SA,2015.03,57747,,F
BDCQ.SEA1SA,2015.06,58972,,F
BDCQ.SEA1SA,2015.09,58454,,F
BDCQ.SEA1SA,2015.12,59291,,F
BDCQ.SEA1SA,2016.03,58485,,F
BDCQ.SEA1SA,2016.06,60431,,F
BDCQ.SEA1SA,2016.09,60455,,F
BDCQ.SEA1SA,2016.12,61068,,F
BDCQ.SEA1SA,2017.03,60884,,F
BDCQ.SEA1SA,2017.06,61790,,F
BDCQ.SEA1SA,2017.09,62279,,F
BDCQ.SEA1SA,2017.12,63274,,F
BDCQ.SEA1SA,2018.03,63297,,F
BDCQ.SEA1SA,2018.06,64178,,F
BDCQ.SEA1SA,2018.09,63884,,F
BDCQ.SEA1SA,2018.12,64734,,F
BDCQ.SEA1SA,2019.03,64336,,F
BDCQ.SEA1SA,2019.06,65881,,F
BDCQ.SEA1SA,2019.09,65748,,F
BDCQ.SEA1SA,2019.12,67153,,F
BDCQ.SEA1SA,2020.03,67025,,F
BDCQ.SEA1SA,2020.06,66653,,F
BDCQ.SEA1SA,2020.09,67881,,R
BDCQ.SEA1SA,2020.12,68579,,R
BDCQ.SEA1SA,2021.03,68717,,R
BDCQ.SEA1SA,2021.06,70507,,R
BDCQ.SEA1SA,2021.09,71202,,R
BDCQ.SEA1SA,2021.12,72590,,R
BDCQ.SEA1SA,2022.03,71735,,R
BDCQ.SEA1SA,2022.06,72724,,R
BDCQ.SEA1SA,2022.09,72930,,R
BDCQ.SEA1SA,2022.12,73296,,R
BDCQ.SEA1SA,2023.03,73503,,F
BDCQ.SEA1SA,2023.06,74764,,F
BDCQ.SEA1SS,2011.06,56331,,R
BDCQ.SEA1SS,2011.09,56925,,R
BDCQ.SEA1SS,2011.12,57066,,R
BDCQ.SEA1SS,2012.03,56634,,R
BDCQ.SEA1SS,2012.06,56291,,R
BDCQ.SEA1SS,2012.09,56043,,R
BDCQ.SEA1SS,2012.12,55865,,R
BDCQ.SEA1SS,2013.03,56318,,R
BDCQ.SEA1SS,2013.06,56167,,R
BDCQ.SEA1SS,2013.09,56152,,R
BDCQ.SEA1SS,2013.12,56260,,R
BDCQ.SEA1SS,2014.03,56740,,R
BDCQ.SEA1SS,2014.06,56909,,R
BDCQ.SEA1SS,2014.09,57345,,R
BDCQ.SEA1SS,2014.12,57998,,R
BDCQ.SEA1SS,2015.03,58012,,R
BDCQ.SEA1SS,2015.06,58724,,R
BDCQ.SEA1SS,2015.09,58679,,R
BDCQ.SEA1SS,2015.12,59020,,R
BDCQ.SEA1SS,2016.03,58810,,R
BDCQ.SEA1SS,2016.06,60153,,R
BDCQ.SEA1SS,2016.09,60669,,R
BDCQ.SEA1SS,2016.12,60782,,R
BDCQ.SEA1SS,2017.03,61251,,R
BDCQ.SEA1SS,2017.06,61514,,R
BDCQ.SEA1SS,2017.09,62469,,R
BDCQ.SEA1SS,2017.12,62982,,R
BDCQ.SEA1SS,2018.03,63679,,R
BDCQ.SEA1SS,2018.06,63917,,R
BDCQ.SEA1SS,2018.09,64055,,R
BDCQ.SEA1SS,2018.12,64433,,R
BDCQ.SEA1SS,2019.03,64715,,R
BDCQ.SEA1SS,2019.06,65658,,R
BDCQ.SEA1SS,2019.09,65885,,R
BDCQ.SEA1SS,2019.12,66840,,R
BDCQ.SEA1SS,2020.03,67432,,R
BDCQ.SEA1SS,2020.06,66441,,R
BDCQ.SEA1SS,2020.09,67998,,R
BDCQ.SEA1SS,2020.12,68256,,R
BDCQ.SEA1SS,2021.03,69147,,R
BDCQ.SEA1SS,2021.06,70307,,R
BDCQ.SEA1SS,2021.09,71271,,R
BDCQ.SEA1SS,2021.12,72274,,R
BDCQ.SEA1SS,2022.03,72192,,R
BDCQ.SEA1SS,2022.06,72529,,R
BDCQ.SEA1SS,2022.09,72964,,R
BDCQ.SEA1SS,2022.12,72993,,R
BDCQ.SEA1SS,2023.03,73979,,R
BDCQ.SEA1SS,2023.06,74570,,F
BDCQ.SEA1ST,2011.06,56415,,R
BDCQ.SEA1ST,2011.09,56846,,R
BDCQ.SEA1ST,2011.12,57009,,R
BDCQ.SEA1ST,2012.03,56682,,R
BDCQ.SEA1ST,2012.06,56293,,R
BDCQ.SEA1ST,2012.09,56002,,R
BDCQ.SEA1ST,2012.12,55989,,R
BDCQ.SEA1ST,2013.03,56159,,R
BDCQ.SEA1ST,2013.06,56215,,R
BDCQ.SEA1ST,2013.09,56135,,R
BDCQ.SEA1ST,2013.12,56328,,R
BDCQ.SEA1ST,2014.03,56647,,R
BDCQ.SEA1ST,2014.06,56955,,R
BDCQ.SEA1ST,2014.09,57404,,R
BDCQ.SEA1ST,2014.12,57837,,R
BDCQ.SEA1ST,2015.03,58217,,R
BDCQ.SEA1ST,2015.06,58533,,R
BDCQ.SEA1ST,2015.09,58796,,R
BDCQ.SEA1ST,2015.12,58939,,R
BDCQ.SEA1ST,2016.03,59411,,R
BDCQ.SEA1ST,2016.06,60090,,R
BDCQ.SEA1ST,2016.09,60608,,R
BDCQ.SEA1ST,2016.12,60879,,R
BDCQ.SEA1ST,2017.03,61144,,R
BDCQ.SEA1ST,2017.06,61663,,R
BDCQ.SEA1ST,2017.09,62340,,R
BDCQ.SEA1ST,2017.12,63075,,R
BDCQ.SEA1ST,2018.03,63605,,R
BDCQ.SEA1ST,2018.06,63918,,R
BDCQ.SEA1ST,2018.09,64104,,R
BDCQ.SEA1ST,2018.12,64352,,R
BDCQ.SEA1ST,2019.03,64871,,R
BDCQ.SEA1ST,2019.06,65451,,R
BDCQ.SEA1ST,2019.09,66071,,R
BDCQ.SEA1ST,2019.12,66784,,R
BDCQ.SEA1ST,2020.03,67301,,R
BDCQ.SEA1ST,2020.06,67526,,R
BDCQ.SEA1ST,2020.09,67835,,R
BDCQ.SEA1ST,2020.12,68359,,R
BDCQ.SEA1ST,2021.03,69154,,R
BDCQ.SEA1ST,2021.06,70256,,R
BDCQ.SEA1ST,2021.09,71371,,R
BDCQ.SEA1ST,2021.12,72081,,R
BDCQ.SEA1ST,2022.03,72326,,R
BDCQ.SEA1ST,2022.06,72542,,R
BDCQ.SEA1ST,2022.09,72827,,R
BDCQ.SEA1ST,2022.12,73193,,R
BDCQ.SEA1ST,2023.03,73859,,R
BDCQ.SEA1ST,2023.06,74572,,F
BDCQ.SEA1ZA,2011.06,1726871,,F
BDCQ.SEA1ZA,2011.09,1725113,,F
BDCQ.SEA1ZA,2011.12,1755026,,F
BDCQ.SEA1ZA,2012.03,1728915,,F
BDCQ.SEA1ZA,2012.06,1757324,,F
BDCQ.SEA1ZA,2012.09,1737706,,F
BDCQ.SEA1ZA,2012.12,1769160,,F
BDCQ.SEA1ZA,2013.03,1757291,,F
BDCQ.SEA1ZA,2013.06,1788351,,F
BDCQ.SEA1ZA,2013.09,1773039,,F
BDCQ.SEA1ZA,2013.12,1814941,,F
BDCQ.SEA1ZA,2014.03,1803851,,F
BDCQ.SEA1ZA,2014.06,1828241,,F
BDCQ.SEA1ZA,2014.09,1823083,,F
BDCQ.SEA1ZA,2014.12,1862582,,F
BDCQ.SEA1ZA,2015.03,1851554,,F
BDCQ.SEA1ZA,2015.06,1880971,,F
BDCQ.SEA1ZA,2015.09,1863876,,F
BDCQ.SEA1ZA,2015.12,1905592,,F
BDCQ.SEA1ZA,2016.03,1897010,,F
BDCQ.SEA1ZA,2016.06,1931773,,F
BDCQ.SEA1ZA,2016.09,1920224,,F
BDCQ.SEA1ZA,2016.12,1965033,,F
BDCQ.SEA1ZA,2017.03,1956941,,F
BDCQ.SEA1ZA,2017.06,1999513,,F
BDCQ.SEA1ZA,2017.09,1985424,,F
BDCQ.SEA1ZA,2017.12,2030467,,F
BDCQ.SEA1ZA,2018.03,2027337,,F
BDCQ.SEA1ZA,2018.06,2046513,,F
BDCQ.SEA1ZA,2018.09,2020060,,F
BDCQ.SEA1ZA,2018.12,2074641,,F
BDCQ.SEA1ZA,2019.03,2075120,,F
BDCQ.SEA1ZA,2019.06,2094109,,F
BDCQ.SEA1ZA,2019.09,2076155,,F
BDCQ.SEA1ZA,2019.12,2134716,,F
BDCQ.SEA1ZA,2020.03,2124851,,F
BDCQ.SEA1ZA,2020.06,2110551,,F
BDCQ.SEA1ZA,2020.09,2100514,,R
BDCQ.SEA1ZA,2020.12,2137679,,R
BDCQ.SEA1ZA,2021.03,2126830,,R
BDCQ.SEA1ZA,2021.06,2157926,,R
BDCQ.SEA1ZA,2021.09,2163964,,R
BDCQ.SEA1ZA,2021.12,2215805,,R
BDCQ.SEA1ZA,2022.03,2196169,,R
BDCQ.SEA1ZA,2022.06,2208943,,R
BDCQ.SEA1ZA,2022.09,2209339,,R
BDCQ.SEA1ZA,2022.12,2256452,,R
BDCQ.SEA1ZA,2023.03,2257851,,F
BDCQ.SEA1ZA,2023.06,2289999,,F
BDCQ.SEA1ZS,2011.06,1717281,,R
BDCQ.SEA1ZS,2011.09,1738420,,R
BDCQ.SEA1ZS,2011.12,1741673,,R
BDCQ.SEA1ZS,2012.03,1738616,,R
BDCQ.SEA1ZS,2012.06,1747546,,R
BDCQ.SEA1ZS,2012.09,1751186,,R
BDCQ.SEA1ZS,2012.12,1755823,,R
BDCQ.SEA1ZS,2013.03,1766928,,R
BDCQ.SEA1ZS,2013.06,1778239,,R
BDCQ.SEA1ZS,2013.09,1787110,,R
BDCQ.SEA1ZS,2013.12,1801541,,R
BDCQ.SEA1ZS,2014.03,1813204,,R
BDCQ.SEA1ZS,2014.06,1817670,,R
BDCQ.SEA1ZS,2014.09,1838181,,R
BDCQ.SEA1ZS,2014.12,1849172,,R
BDCQ.SEA1ZS,2015.03,1860138,,R
BDCQ.SEA1ZS,2015.06,1870039,,R
BDCQ.SEA1ZS,2015.09,1880259,,R
BDCQ.SEA1ZS,2015.12,1892167,,R
BDCQ.SEA1ZS,2016.03,1904249,,R
BDCQ.SEA1ZS,2016.06,1920878,,R
BDCQ.SEA1ZS,2016.09,1938396,,R
BDCQ.SEA1ZS,2016.12,1951027,,R
BDCQ.SEA1ZS,2017.03,1962561,,R
BDCQ.SEA1ZS,2017.06,1989286,,R
BDCQ.SEA1ZS,2017.09,2005251,,R
BDCQ.SEA1ZS,2017.12,2015478,,R
BDCQ.SEA1ZS,2018.03,2031550,,R
BDCQ.SEA1ZS,2018.06,2037614,,R
BDCQ.SEA1ZS,2018.09,2040670,,R
BDCQ.SEA1ZS,2018.12,2058515,,R
BDCQ.SEA1ZS,2019.03,2078203,,R
BDCQ.SEA1ZS,2019.06,2087321,,R
BDCQ.SEA1ZS,2019.09,2096544,,R
BDCQ.SEA1ZS,2019.12,2117422,,R
BDCQ.SEA1ZS,2020.03,2127670,,R
BDCQ.SEA1ZS,2020.06,2105814,,R
BDCQ.SEA1ZS,2020.09,2119626,,R
BDCQ.SEA1ZS,2020.12,2119812,,R
BDCQ.SEA1ZS,2021.03,2130012,,R
BDCQ.SEA1ZS,2021.06,2154889,,R
BDCQ.SEA1ZS,2021.09,2181552,,R
BDCQ.SEA1ZS,2021.12,2197145,,R
BDCQ.SEA1ZS,2022.03,2200453,,R
BDCQ.SEA1ZS,2022.06,2206650,,R
BDCQ.SEA1ZS,2022.09,2225582,,R
BDCQ.SEA1ZS,2022.12,2237571,,R
BDCQ.SEA1ZS,2023.03,2263027,,R
BDCQ.SEA1ZS,2023.06,2287974,,F
BDCQ.SEA1ZT,2011.06,1718981,,R
BDCQ.SEA1ZT,2011.09,1732449,,R
BDCQ.SEA1ZT,2011.12,1739981,,R
BDCQ.SEA1ZT,2012.03,1741676,,R
BDCQ.SEA1ZT,2012.06,1745884,,R
BDCQ.SEA1ZT,2012.09,1751229,,R
BDCQ.SEA1ZT,2012.12,1756685,,R
BDCQ.SEA1ZT,2013.03,1766663,,R
BDCQ.SEA1ZT,2013.06,1777457,,R
BDCQ.SEA1ZT,2013.09,1788309,,R
BDCQ.SEA1ZT,2013.12,1800898,,R
